CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;ANO
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03;Caixa Líquido Atividades de Financiamento;5241843.0000000000;S;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03;Caixa Líquido Atividades de Financiamento;-2379941.0000000000;S;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.01;Novos financiamentos obtidos;10875429.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.01;Novos financiamentos obtidos;337889.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.02;Financiamentos pagos;-5588521.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.02;Financiamentos pagos;-2648282.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.03;Dividendos e juros sobre capital próprio;0.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.03;Dividendos e juros sobre capital próprio;0.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.04;Recebimento de opções de ações exercidas;1429.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.04;Recebimento de opções de ações exercidas;0.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.05;Recompra de ações;0.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.05;Recompra de ações;-13479.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.03.06;Pagamentos de arrendamentos;-46494.0000000000;N;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.03.06;Pagamentos de arrendamentos;-56069.0000000000;N;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;2698318.0000000000;S;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;791170.0000000000;S;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;484500.0000000000;S;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;474322.0000000000;S;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;9301642.0000000000;S;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;9786142.0000000000;S;2021
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;9786142.0000000000;S;2020
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;10260464.0000000000;S;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01;Caixa Líquido Atividades Operacionais;2853204.0000000000;S;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01;Caixa Líquido Atividades Operacionais;3840872.0000000000;S;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01;Caixa Gerado nas Operações;1487530.0000000000;S;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01;Caixa Gerado nas Operações;1972759.0000000000;S;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.01;Lucro líquido (Prejuízo) do exercício;-267618.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.01;Lucro líquido (Prejuízo) do exercício;-1047213.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.02;Depreciações do imobilizado e direito de uso;658526.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.02;Depreciações do imobilizado e direito de uso;550660.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.03;Amortizações do intangível;467800.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.03;Amortizações do intangível;535106.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.04;Realização contribuição de parceiros;-54690.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.04;Realização contribuição de parceiros;-108937.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.05;Perda por obsolescência dos estoques;-311459.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.05;Perda por obsolescência dos estoques;-146027.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.06;Ajuste valor justo, inventário, imobilizado e intangível;-114783.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.06;Ajuste valor justo, inventário, imobilizado e intangível;58872.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.07;Ajuste valor justo - ativos financeiros;-196566.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.07;Ajuste valor justo - ativos financeiros;-8896.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.08;Reversão (perda) por redução ao valor recuperável de contas a receber, financiamento a clientes e at;-68256.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.08;Reversão (perda) por redução ao valor recuperável de contas a receber, financiamento a clientes e at;84749.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.09;Imposto de renda e contribuição social diferidos;220235.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.09;Imposto de renda e contribuição social diferidos;-458400.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.10;Juros sobre empréstimos;1243430.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.10;Juros sobre empréstimos;1006740.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.11;Equivalência Patrimonial;-5440.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.11;Equivalência Patrimonial;-41756.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.12;Remuneração em ações;0.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.12;Remuneração em ações;15446.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.13;Variação monetária e cambial;-114081.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.13;Variação monetária e cambial;-119391.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.14;Marcação a mercado das garantias de valor residual;-280668.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.14;Marcação a mercado das garantias de valor residual;0.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.15;Ganho (perda) na alienação de ativo permanente;173487.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.15;Ganho (perda) na alienação de ativo permanente;209598.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.16;Juros sobre Títulos e Valores Mobiliários, Líquidos;-12886.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.16;Juros sobre Títulos e Valores Mobiliários, Líquidos;-50644.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.17;Realização Subsídios Governamentais;-16356.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.17;Realização Subsídios Governamentais;-2712.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.18;Provisões Diversas;174058.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.18;Provisões Diversas;198271.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.19;Participação dos não-controladores e Ganho e perda na participação acionária;-7203.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.19;Participação dos não-controladores e Ganho e perda na participação acionária;86310.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01.20;Transação EVEX;0.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01.20;Transação EVEX;1210983.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02;Variações nos Ativos e Passivos;1365674.0000000000;S;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02;Variações nos Ativos e Passivos;1868113.0000000000;S;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.01;Investimentos financeiros;-260436.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.01;Investimentos financeiros;919685.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.02;Instrumentos financeiros derivativos;27544.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.02;Instrumentos financeiros derivativos;-29894.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.03;Contas a receber;82564.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.03;Contas a receber;9217.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.04;Financiamento a clientes;63319.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.04;Financiamento a clientes;-458938.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.05;Ativos de contrato;-626673.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.05;Ativos de contrato;390694.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.06;Estoques;2593611.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.06;Estoques;-1488789.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.07;Depósitos em Garantia;0.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.07;Depósitos em Garantia;0.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.08;Outros ativos;-180299.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.08;Outros ativos;81944.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.09;Fornecedores;-47947.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.09;Fornecedores;1207636.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.10;Fornecedores - Risco sacado;80758.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.10;Fornecedores - Risco sacado;67322.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.11;Dívida com e sem Direito de Regresso;0.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.11;Dívida com e sem Direito de Regresso;0.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.12;Contas a pagar;-225548.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.12;Contas a pagar;8762.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.13;Contribuição de parceiros;0.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.13;Contribuição de parceiros;0.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.14;Impostos a Recolher;125132.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.14;Impostos a Recolher;189361.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.15;Garantias Financeiras;-300868.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.15;Garantias Financeiras;-81528.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.16;Receitas Diferidas;76960.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.16;Receitas Diferidas;-73847.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.17;Passivos de Contrato;1198333.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.17;Passivos de Contrato;2334456.0000000000;N;2022
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02.18;Juros pagos;-1119287.0000000000;N;2021
07.689.002/0001-89;2022-12-31;1;EMBRAER S.A.;020087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02.18;Juros pagos;-947651.0000000000;N;2022
